CAMIS,DBA,BORO,BUILDING,STREET,NEIGHBOURHOOD,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,CITY,STATUS,Restaurant Name,Area,Cuisine Type,Hygiene Score,Hygiene Rating,Inspector Comments,Is_Brand
30002429,Waris Nihari 366,Lahore,302,Ferozepur Rd,Ferozepur Road,54770,+92-302-2106611,Italian,2024-02-04,Warning Issued,Not Critical,80,B,2024-02-19,2024-02-23,Enforcement Raid,31.492438,74.229692,Lahore,Active,Waris Nihari 366,Ferozepur Road,Italian,80,Good,Storage practices need improvement.,False
30002430,Kebab Korner Raiwind,Lahore,498,Service Rd,Raiwind Road,54650,+92-300-6719038,BBQ,2024-03-18,Advisory Issued,Not Critical,95,A,2024-04-02,2024-03-31,Complaint-Based,31.47316,74.314449,Lahore,Active,Kebab Korner Raiwind,Raiwind Road,BBQ,95,Excellent,Kitchen hygiene satisfactory.,False
30002431,Waris Nihari,Lahore,399,Market Rd,Shadman,54030,+92-42-3064587,Italian,2022-05-17,Fine Imposed,Not Critical,63,C,2022-05-31,2022-06-10,Enforcement Raid,31.454169,74.338583,Lahore,Active,Waris Nihari,Shadman,Italian,63,Average,Pests not observed but sanitation needs work.,False
30002432,Spice Corner Lahore,Lahore,150,Main Blvd,Lahore Cantt,54770,+92-329-2533486,Cafe,2022-06-23,Warning Issued,Not Critical,78,B,2022-07-20,2022-08-01,Enforcement Raid,31.515628,74.26648,Lahore,Active,Spice Corner Lahore,Lahore Cantt,Cafe,78,Good,Chilled items slightly above recommended temp.,False
30002433,Tandoori Nights 788,Lahore,135,Shadman Rd,Shadman,54030,+92-312-5501693,BBQ,2024-05-05,No Action Needed,Not Critical,93,A,2024-06-01,2024-06-07,Follow-up,31.612574,74.262059,Lahore,Active,Tandoori Nights 788,Shadman,BBQ,93,Excellent,Storage organized; recommend improved handwashing.,False
30002434,Waris Nihari,Lahore,488,Main Blvd,Lahore Cantt,54770,+92-303-2934664,Cafe,2024-08-12,Re-inspection Required,Not Critical,68,C,2024-08-13,2024-08-30,Routine Inspection,31.507825,74.20393,Lahore,Active,Waris Nihari,Lahore Cantt,Cafe,68,Average,Expired items found; immediate action required.,False
30002435,Mughal Darbar,Lahore,115,Service Rd,Raiwind Road,54650,+92-306-3317161,Italian,2022-09-05,Fine Imposed,Not Critical,58,C,2022-10-02,2022-10-03,Routine Inspection,31.623189,74.231633,Lahore,Active,Mughal Darbar,Raiwind Road,Italian,58,Average,Unsafe storage and mold in refrigerated unit.,False
30002436,Lahore Grill House 986,Lahore,107,Market Rd,Samanabad,54760,+92-304-3740147,BBQ,2022-06-23,Re-inspection Required,Not Critical,64,C,2022-07-03,2022-07-14,Enforcement Raid,31.571332,74.319313,Lahore,Active,Lahore Grill House 986,Samanabad,BBQ,64,Average,Storage practices need improvement.,False
30002437,Saffron Lounge 625,Lahore,244,Service Rd,DHA Phase 3,54810,+92-335-9138854,BBQ,2023-05-27,No Action Needed,Not Critical,100,A,2023-06-26,2023-06-22,Complaint-Based,31.539349,74.305376,Lahore,Active,Saffron Lounge 625,DHA Phase 3,BBQ,100,Excellent,Clean premises; food handlers wearing gloves.,False
30002438,Majestic Grill 43,Lahore,227,DHA Main Blvd,DHA Phase 3,54810,+92-323-2831387,BBQ,2022-04-18,Warning Issued,Not Critical,78,B,2022-05-03,2022-05-17,Enforcement Raid,31.640879,74.399354,Lahore,Active,Majestic Grill 43,DHA Phase 3,BBQ,78,Good,Pests not observed but sanitation needs work.,False
30002439,Green Leaf Café Liberty,Lahore,185,Liberty Market,Liberty Market,54060,+92-308-5551822,Cafe,2024-02-24,Re-inspection Required,Not Critical,82,B,2024-03-13,2024-03-21,Enforcement Raid,31.512722,74.355893,Lahore,Active,Green Leaf Café Liberty,Liberty Market,Cafe,82,Good,Pests not observed but sanitation needs work.,False
30002440,Lahore Grill House,Lahore,61,Ferozepur Rd,Ferozepur Road,54770,+92-319-6611691,BBQ,2023-06-25,Re-inspection Required,Not Critical,74,B,2023-07-12,2023-08-09,Complaint-Based,31.630431,74.240676,Lahore,Active,Lahore Grill House,Ferozepur Road,BBQ,74,Good,Pests not observed but sanitation needs work.,False
30002441,Sufi Biryani,Lahore,71,Service Rd,Raiwind Road,54650,+92-317-3031423,Pizza,2024-03-06,Warning Issued,Not Critical,79,B,2024-04-01,2024-04-07,Enforcement Raid,31.570505,74.201631,Lahore,Active,Sufi Biryani,Raiwind Road,Pizza,79,Good,Packaging labels missing; hygiene average.,False
30002442,Chilli & Grill Liberty,Lahore,266,Liberty Market,Liberty Market,54060,+92-305-5983135,BBQ,2022-09-08,Warning Issued,Not Critical,78,B,2022-09-26,2022-09-10,Complaint-Based,31.571981,74.3374,Lahore,Active,Chilli & Grill Liberty,Liberty Market,BBQ,78,Good,Chilled items slightly above recommended temp.,False
30002443,Desi Dastarkhwan,Lahore,134,Canal Bank Rd,Model Town,54700,+92-303-8595571,BBQ,2024-01-12,Re-inspection Required,Not Critical,80,B,2024-01-27,2024-02-16,Enforcement Raid,31.462749,74.320314,Lahore,Active,Desi Dastarkhwan,Model Town,BBQ,80,Good,Chilled items slightly above recommended temp.,False
30002444,Lakshmi Chaat 7,Lahore,236,Walton Rd,Walton Road,54040,+92-317-1919610,Desi,2023-10-13,Re-inspection Required,Not Critical,57,C,2023-10-20,2023-11-21,Routine Inspection,31.636316,74.276366,Lahore,Active,Lakshmi Chaat 7,Walton Road,Desi,57,Average,Storage practices need improvement.,False
30002445,Tandoori Nights,Lahore,123,Canal Bank Rd,Gaddafi Stadium,54780,+92-42-1631046,Pizza,2023-10-06,Re-inspection Required,Not Critical,84,B,2023-10-27,2023-10-07,Complaint-Based,31.556988,74.296062,Lahore,Active,Tandoori Nights,Gaddafi Stadium,Pizza,84,Good,Storage practices need improvement.,False
30002446,Green Leaf Café Allama,Lahore,457,Central Ave,Allama Iqbal Town,54740,+92-312-4615365,Cafe,2022-12-22,Closure Recommended,Critical,42,D,2023-01-13,2023-01-10,Enforcement Raid,31.612894,74.218398,Lahore,Under Investigation,Green Leaf Café Allama,Allama Iqbal Town,Cafe,42,Poor,No medical certificates for staff; poor hygiene.,False
30002447,Desi Dastarkhwan,Lahore,399,Walton Rd,Walton Road,54040,+92-311-7817110,Italian,2024-06-19,Warning Issued,Not Critical,73,B,2024-06-21,2024-07-14,Follow-up,31.609106,74.353121,Lahore,Active,Desi Dastarkhwan,Walton Road,Italian,73,Good,Packaging labels missing; hygiene average.,False
30002448,Kebab Korner Raiwind,Lahore,107,Raiwind Rd,Raiwind Road,54650,+92-312-3389303,BBQ,2024-04-19,Passed,Not Critical,100,A,2024-05-05,2024-05-15,Complaint-Based,31.455445,74.250573,Lahore,Active,Kebab Korner Raiwind,Raiwind Road,BBQ,100,Excellent,Staff medicals up-to-date; maintain temperatures.,False
30002449,Royal Kabab House 424,Lahore,188,Central Ave,Model Town,54700,+92-301-6247944,BBQ,2023-04-06,Re-inspection Required,Not Critical,79,B,2023-05-02,2023-04-22,Complaint-Based,31.507453,74.226391,Lahore,Active,Royal Kabab House 424,Model Town,BBQ,79,Good,Packaging labels missing; hygiene average.,False
30002450,Royal Kabab House 371,Lahore,195,Raiwind Rd,Raiwind Road,54650,+92-42-1637987,BBQ,2022-06-06,Re-inspection Required,Not Critical,73,B,2022-07-04,2022-06-22,Follow-up,31.556527,74.383425,Lahore,Active,Royal Kabab House 371,Raiwind Road,BBQ,73,Good,Pests not observed but sanitation needs work.,False
30002451,Butt Karahi 530,Lahore,84,Gulberg III Road,Gulberg,54660,+92-324-6391285,Fast Food,2022-02-23,Warning Issued,Not Critical,80,B,2022-03-11,2022-03-22,Enforcement Raid,31.569734,74.20767,Lahore,Active,Butt Karahi 530,Gulberg,Fast Food,80,Good,Storage practices need improvement.,False
30002452,Al-Nakhal Shadman,Lahore,308,Shadman Rd,Shadman,54030,+92-320-3231921,Burgers,2022-01-30,Fine Imposed,Not Critical,58,C,2022-02-28,2022-02-19,Enforcement Raid,31.515411,74.337902,Lahore,Active,Al-Nakhal Shadman,Shadman,Burgers,58,Average,Chilled items slightly above recommended temp.,False
30002453,Baba Fried Chicken,Lahore,237,Market Rd,Saddar,54000,+92-305-3928532,Fast Food,2024-09-10,Passed,Not Critical,89,A,2024-10-10,2024-10-16,Follow-up,31.610866,74.24524,Lahore,Active,Baba Fried Chicken,Saddar,Fast Food,89,Excellent,Minor record-keeping issues; overall good.,False
30002454,Baba Fried Chicken 155,Lahore,224,Mall Rd,Fortress Stadium,54070,+92-42-1445367,Fast Food,2022-07-11,Warning Issued,Not Critical,64,C,2022-07-25,2022-08-05,Enforcement Raid,31.466795,74.373762,Lahore,Active,Baba Fried Chicken 155,Fortress Stadium,Fast Food,64,Average,Chilled items slightly above recommended temp.,False
30002455,Fusion Feast 819,Lahore,453,Main Blvd,Liberty Market,54060,+92-326-5720134,Fast Food,2022-01-29,Warning Issued,Not Critical,83,B,2022-01-31,2022-03-10,Enforcement Raid,31.627549,74.333673,Lahore,Active,Fusion Feast 819,Liberty Market,Fast Food,83,Good,Packaging labels missing; hygiene average.,False
30002456,Kebab Korner,Lahore,189,Canal Bank Rd,Cavalry,54020,+92-327-7198425,BBQ,2024-01-12,No Action Needed,Not Critical,86,A,2024-01-16,2024-02-23,Routine Inspection,31.494076,74.351862,Lahore,Active,Kebab Korner,Cavalry,BBQ,86,Excellent,Minor record-keeping issues; overall good.,False
30002457,Fusion Feast 739,Lahore,378,Main Blvd,Lahore Cantt,54770,+92-327-5367263,Burgers,2022-04-17,Passed,Not Critical,99,A,2022-05-06,2022-04-28,Routine Inspection,31.628522,74.33593,Lahore,Active,Fusion Feast 739,Lahore Cantt,Burgers,99,Excellent,Minor record-keeping issues; overall good.,False
30002458,Urban Dine,Lahore,109,Service Rd,Ferozepur Road,54770,+92-321-8210450,BBQ,2024-12-27,Re-inspection Required,Not Critical,66,C,2025-01-16,2024-12-27,Enforcement Raid,31.588713,74.302237,Lahore,Active,Urban Dine,Ferozepur Road,BBQ,66,Average,Packaging labels missing; hygiene average.,False
30002459,City Spice 718,Lahore,401,Thokar Rd,Shahdara,54050,+92-42-8738372,Chinese,2022-05-30,Advisory Issued,Not Critical,87,A,2022-06-23,2022-06-01,Enforcement Raid,31.584532,74.323688,Lahore,Active,City Spice 718,Shahdara,Chinese,87,Excellent,Storage organized; recommend improved handwashing.,False
30002460,Baba Fried Chicken 640,Lahore,446,Anarkali St,Old Anarkali,54010,+92-334-3324584,Fast Food,2023-06-18,Passed,Not Critical,95,A,2023-07-17,2023-07-08,Complaint-Based,31.533534,74.270264,Lahore,Active,Baba Fried Chicken 640,Old Anarkali,Fast Food,95,Excellent,Clean premises; food handlers wearing gloves.,False
30002461,Majestic Grill,Lahore,31,Samanabad Rd,Samanabad,54760,+92-327-2822837,BBQ,2022-07-16,Warning Issued,Not Critical,72,B,2022-08-09,2022-08-22,Enforcement Raid,31.493705,74.287926,Lahore,Active,Majestic Grill,Samanabad,BBQ,72,Good,Chilled items slightly above recommended temp.,False
30002462,Fusion Feast,Lahore,123,Liberty Market,Liberty Market,54060,+92-334-5578025,Italian,2023-09-26,Passed,Not Critical,87,A,2023-10-21,2023-10-12,Complaint-Based,31.628408,74.35169,Lahore,Active,Fusion Feast,Liberty Market,Italian,87,Excellent,Storage organized; recommend improved handwashing.,False
30002463,Lakshmi Chaat,Lahore,9,Commercial Ave,DHA Phase 5,54792,+92-301-2026453,Continental,2022-12-04,Re-inspection Required,Not Critical,71,B,2022-12-07,2023-01-09,Complaint-Based,31.636818,74.209566,Lahore,Active,Lakshmi Chaat,DHA Phase 5,Continental,71,Good,Packaging labels missing; hygiene average.,False
30002464,Taste of Lahore,Lahore,287,Model Town Rd,Model Town,54700,+92-321-4170043,Continental,2022-02-25,Warning Issued,Not Critical,63,C,2022-03-17,2022-04-06,Follow-up,31.639119,74.349202,Lahore,Active,Taste of Lahore,Model Town,Continental,63,Average,Chilled items slightly above recommended temp.,False
30002465,Garden Bites DHA,Lahore,451,DHA Main Blvd,DHA Phase 5,54792,+92-321-7112026,Chinese,2023-12-11,Warning Issued,Not Critical,53,C,2024-01-06,2023-12-20,Complaint-Based,31.5714,74.274294,Lahore,Active,Garden Bites DHA,DHA Phase 5,Chinese,53,Average,Significant cleanliness issues; pests present.,False
30002466,Green Leaf Café,Lahore,376,Raiwind Rd,Raiwind Road,54650,+92-314-5075991,Cafe,2023-08-16,Warning Issued,Not Critical,75,B,2023-08-18,2023-09-19,Complaint-Based,31.602372,74.309389,Lahore,Active,Green Leaf Café,Raiwind Road,Cafe,75,Good,Pests not observed but sanitation needs work.,False
30002467,BBQ Junction Gulberg,Lahore,472,Main Blvd,Gulberg,54660,+92-42-1364879,BBQ,2023-11-28,Passed,Not Critical,86,A,2023-12-05,2024-01-05,Enforcement Raid,31.553686,74.202423,Lahore,Active,BBQ Junction Gulberg,Gulberg,BBQ,86,Excellent,Kitchen hygiene satisfactory.,False
30002468,Fusion Feast,Lahore,288,Central Ave,Township,54790,+92-337-9768275,Burgers,2024-04-07,Re-inspection Required,Not Critical,70,B,2024-05-03,2024-05-05,Complaint-Based,31.518295,74.283911,Lahore,Active,Fusion Feast,Township,Burgers,70,Good,Chilled items slightly above recommended temp.,False
30002469,Saffron Lounge 114,Lahore,348,Main Blvd,Walton Road,54040,+92-313-3626353,Desi,2022-07-23,Re-inspection Required,Not Critical,55,C,2022-08-08,2022-08-20,Complaint-Based,31.554081,74.364507,Lahore,Active,Saffron Lounge 114,Walton Road,Desi,55,Average,Storage practices need improvement.,False
30002470,Urban Dine Ferozepur,Lahore,407,Ferozepur Rd,Ferozepur Road,54770,+92-302-9147639,Chinese,2022-09-17,Passed,Not Critical,96,A,2022-10-16,2022-09-20,Enforcement Raid,31.646174,74.241631,Lahore,Active,Urban Dine Ferozepur,Ferozepur Road,Chinese,96,Excellent,Kitchen hygiene satisfactory.,False
30002471,City Spice,Lahore,324,Service Rd,Ferozepur Road,54770,+92-42-5328831,Desi,2024-10-10,Re-inspection Required,Not Critical,77,B,2024-10-14,2024-10-29,Complaint-Based,31.614939,74.355807,Lahore,Active,City Spice,Ferozepur Road,Desi,77,Good,Storage practices need improvement.,False
30002472,Silk Street Café,Lahore,350,DHA Main Blvd,DHA Phase 3,54810,+92-336-9116587,Cafe,2022-06-15,Re-inspection Required,Not Critical,50,C,2022-07-08,2022-07-28,Routine Inspection,31.474159,74.236175,Lahore,Active,Silk Street Café,DHA Phase 3,Cafe,50,Average,Packaging labels missing; hygiene average.,False
30002473,Heritage Bistro,Lahore,388,Market Rd,Samanabad,54760,+92-42-2319312,Italian,2023-06-02,Warning Issued,Not Critical,58,C,2023-06-04,2023-07-12,Enforcement Raid,31.533022,74.284059,Lahore,Active,Heritage Bistro,Samanabad,Italian,58,Average,Contaminated oil observed; seal recommended.,False
30002474,Tandoori Nights,Lahore,34,Central Ave,Township,54790,+92-314-6814442,BBQ,2024-06-26,Re-inspection Required,Not Critical,80,B,2024-07-18,2024-08-10,Routine Inspection,31.558742,74.221279,Lahore,Active,Tandoori Nights,Township,BBQ,80,Good,Some utensils dirty; advised deep clean.,False
30002475,Fusion Feast,Lahore,6,Fortress Stadium Rd,Fortress Stadium,54070,+92-324-2343081,Cafe,2023-03-30,Re-inspection Required,Not Critical,80,B,2023-04-17,2023-04-01,Routine Inspection,31.617824,74.298458,Lahore,Active,Fusion Feast,Fortress Stadium,Cafe,80,Good,Storage practices need improvement.,False
30002476,Spice Corner Cavalry,Lahore,414,Main Blvd,Cavalry,54020,+92-317-4536556,Pakistani,2024-02-13,No Action Needed,Not Critical,94,A,2024-03-01,2024-03-26,Follow-up,31.469285,74.298147,Lahore,Active,Spice Corner Cavalry,Cavalry,Pakistani,94,Excellent,Clean premises; food handlers wearing gloves.,False
30002477,Sufi Biryani,Lahore,67,Mall Rd,Packages Mall,54780,+92-316-5710580,Desi,2022-08-25,Advisory Issued,Not Critical,90,A,2022-08-26,2022-09-21,Enforcement Raid,31.641878,74.247379,Lahore,Active,Sufi Biryani,Packages Mall,Desi,90,Excellent,Staff medicals up-to-date; maintain temperatures.,False
30002478,Mughal Darbar 108,Lahore,271,Raiwind Rd,Raiwind Road,54650,+92-307-2977669,Pakistani,2022-05-03,Passed,Not Critical,87,A,2022-05-03,2022-06-04,Complaint-Based,31.544185,74.36199,Lahore,Active,Mughal Darbar 108,Raiwind Road,Pakistani,87,Excellent,Storage organized; recommend improved handwashing.,False
30002479,Taste of Lahore 370,Lahore,369,Market Rd,Old Anarkali,54010,+92-306-8652091,Pakistani,2023-12-08,Warning Issued,Not Critical,64,C,2023-12-28,2024-01-20,Enforcement Raid,31.59804,74.30787,Lahore,Active,Taste of Lahore 370,Old Anarkali,Pakistani,64,Average,Significant cleanliness issues; pests present.,False
30002480,Eastern Flavors Packages,Lahore,233,Mall Rd,Packages Mall,54780,+92-314-4773511,Italian,2024-08-02,Re-inspection Required,Not Critical,65,C,2024-08-20,2024-08-19,Enforcement Raid,31.636333,74.395433,Lahore,Active,Eastern Flavors Packages,Packages Mall,Italian,65,Average,Storage practices need improvement.,False
30002481,Royal Kabab House,Lahore,419,Canal Bank Rd,DHA Phase 5,54792,+92-337-4648112,BBQ,2024-09-16,Warning Issued,Not Critical,83,B,2024-09-26,2024-09-26,Follow-up,31.604183,74.307609,Lahore,Active,Royal Kabab House,DHA Phase 5,BBQ,83,Good,Chilled items slightly above recommended temp.,False
30002482,Royal Kabab House,Lahore,162,Canal Bank Rd,Gaddafi Stadium,54780,+92-313-1416150,BBQ,2023-06-25,Fine Imposed,Not Critical,68,C,2023-06-25,2023-07-24,Routine Inspection,31.450429,74.230783,Lahore,Active,Royal Kabab House,Gaddafi Stadium,BBQ,68,Average,Contaminated oil observed; seal recommended.,False
30002483,Al-Nakhal,Lahore,179,Service Rd,Raiwind Road,54650,+92-312-8284100,Burgers,2022-07-03,Fine Imposed,Critical,36,D,2022-07-13,2022-07-08,Routine Inspection,31.544221,74.36372,Lahore,Closed,Al-Nakhal,Raiwind Road,Burgers,36,Poor,Expired items found; immediate action required.,False
30002484,Garden Bites 599,Lahore,27,Model Town Rd,Garden Town,54750,+92-305-8964145,BBQ,2024-03-06,Fine Imposed,Not Critical,51,C,2024-04-02,2024-03-07,Routine Inspection,31.606554,74.349736,Lahore,Active,Garden Bites 599,Garden Town,BBQ,51,Average,Pests not observed but sanitation needs work.,False
30002485,Café Almira,Lahore,284,Samanabad Rd,Samanabad,54760,+92-332-8201424,Cafe,2022-06-11,Passed,Not Critical,95,A,2022-06-11,2022-06-30,Complaint-Based,31.590418,74.246333,Lahore,Active,Café Almira,Samanabad,Cafe,95,Excellent,Staff medicals up-to-date; maintain temperatures.,False
30002486,Café Almira 148,Lahore,164,Main Blvd,Walton Road,54040,+92-42-3239643,Cafe,2022-07-09,No Action Needed,Not Critical,97,A,2022-07-31,2022-08-03,Routine Inspection,31.450158,74.30616,Lahore,Active,Café Almira 148,Walton Road,Cafe,97,Excellent,Kitchen hygiene satisfactory.,False
30002487,Green Leaf Café Packages,Lahore,494,Mall Rd,Packages Mall,54780,+92-42-8307021,Cafe,2023-04-23,Sealed,Critical,34,D,2023-04-27,2023-05-19,Enforcement Raid,31.490395,74.330691,Lahore,Under Investigation,Green Leaf Café Packages,Packages Mall,Cafe,34,Poor,Significant cleanliness issues; pests present.,False
30002488,Eastern Flavors Packages,Lahore,38,Mall Rd,Packages Mall,54780,+92-325-9961240,Italian,2024-12-13,Warning Issued,Not Critical,64,C,2025-01-05,2025-01-01,Routine Inspection,31.508165,74.377274,Lahore,Active,Eastern Flavors Packages,Packages Mall,Italian,64,Average,Significant cleanliness issues; pests present.,False
30002489,Green Leaf Café,Lahore,448,Service Rd,DHA Phase 3,54810,+92-336-6631831,Cafe,2023-01-28,Fine Imposed,Not Critical,64,C,2023-02-07,2023-02-08,Complaint-Based,31.541873,74.385077,Lahore,Active,Green Leaf Café,DHA Phase 3,Cafe,64,Average,No medical certificates for staff; poor hygiene.,False
30002490,Eastern Flavors 379,Lahore,299,Market Rd,Saddar,54000,+92-330-4709449,Continental,2024-02-05,Advisory Issued,Not Critical,100,A,2024-02-06,2024-02-19,Follow-up,31.644833,74.330163,Lahore,Active,Eastern Flavors 379,Saddar,Continental,100,Excellent,Staff medicals up-to-date; maintain temperatures.,False
30002491,Lahore Grill House,Lahore,379,Walton Rd,Walton Road,54040,+92-301-6921316,BBQ,2022-05-07,Re-inspection Required,Not Critical,72,B,2022-05-18,2022-06-17,Routine Inspection,31.574197,74.389196,Lahore,Active,Lahore Grill House,Walton Road,BBQ,72,Good,Some utensils dirty; advised deep clean.,False
30002492,Desi Dastarkhwan,Lahore,73,College Rd,Johar Town,54782,+92-331-9242791,BBQ,2023-11-21,Fine Imposed,Not Critical,66,C,2023-12-13,2023-11-26,Complaint-Based,31.577727,74.328488,Lahore,Active,Desi Dastarkhwan,Johar Town,BBQ,66,Average,Significant cleanliness issues; pests present.,False
30002493,Lahore Grill House,Lahore,352,Ferozepur Rd,Ferozepur Road,54770,+92-332-5885714,BBQ,2022-07-07,Passed,Not Critical,89,A,2022-08-02,2022-08-13,Routine Inspection,31.536882,74.309508,Lahore,Active,Lahore Grill House,Ferozepur Road,BBQ,89,Excellent,Storage organized; recommend improved handwashing.,False
